company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,total_pax_booked,departure_delay_minutes,load_factor
YX,3465,2025-08-09,ORD,GSP,2025-08-09 19:35:00+00:00,2025-08-09T22:42:00Z,2025-08-09 19:34:00+00:00,2025-08-09T22:29:00Z,76,ERJ-175,Express,60,72,34,68,-1.0,0.8947368421052632
YX,3433,2025-08-04,ORD,CVG,2025-08-04 16:35:00+00:00,2025-08-04T19:02:00Z,2025-08-04 16:33:00+00:00,2025-08-04T18:59:00Z,76,ERJ-175,Express,50,65,34,76,-2.0,1.0
UA,1492,2025-08-04,ORD,CMH,2025-08-04 21:20:00+00:00,2025-08-04T23:48:00Z,2025-08-04 21:59:00+00:00,2025-08-05T00:26:00Z,166,B737-800,Mainline,69,50,51,138,39.0,0.8313253012048193
OO,5737,2025-08-09,ORD,OMA,2025-08-09 21:12:00+00:00,2025-08-09T23:00:00Z,2025-08-09 21:11:00+00:00,2025-08-09T22:43:00Z,76,ERJ-175,Express,48,29,34,71,-1.0,0.9342105263157895
G7,4568,2025-08-07,ORD,SCE,2025-08-07 10:35:00+00:00,2025-08-07T13:25:00Z,2025-08-07 10:34:00+00:00,2025-08-07T13:16:00Z,50,CRJ-550,Express,49,59,29,49,-1.0,0.98
UA,356,2025-08-04,ORD,ATL,2025-08-04 14:30:00+00:00,2025-08-04T17:39:00Z,2025-08-04 15:32:00+00:00,2025-08-04T18:44:00Z,166,B737-800,Mainline,-25,59,51,162,62.0,0.9759036144578314
UA,2302,2025-08-09,ORD,BWI,2025-08-09 07:00:00+00:00,2025-08-09T10:03:00Z,2025-08-09 06:55:00+00:00,2025-08-09T09:48:00Z,150,A320-200,Mainline,657,639,54,131,-5.0,0.8733333333333333
UA,2329,2025-08-15,ORD,DTW,2025-08-15 14:50:00+00:00,2025-08-15T17:18:00Z,2025-08-15 15:37:00+00:00,2025-08-15T18:11:00Z,126,A319-100,Mainline,12,73,43,124,47.0,0.9841269841269841
UA,1269,2025-08-12,ORD,CLE,2025-08-12 18:00:00+00:00,2025-08-12T20:28:00Z,2025-08-12 20:28:00+00:00,2025-08-12T23:20:00Z,166,B737-800,Mainline,55,65,51,166,148.0,1.0
G7,4584,2025-08-14,ORD,TUL,2025-08-14 20:07:00+00:00,2025-08-14T22:15:00Z,2025-08-14 20:20:00+00:00,2025-08-14T23:16:00Z,50,CRJ-550,Express,72,95,29,42,13.0,0.84
G7,4482,2025-08-09,ORD,TUL,2025-08-09 15:35:00+00:00,2025-08-09T17:35:00Z,2025-08-09 15:31:00+00:00,2025-08-09T17:17:00Z,50,CRJ-550,Express,40,33,29,46,-4.0,0.92
UA,2369,2025-08-02,ORD,AUS,2025-08-02 08:50:00+00:00,2025-08-02T11:44:00Z,2025-08-02 08:51:00+00:00,2025-08-02T11:39:00Z,179,B737-900,Mainline,68,75,56,179,1.0,1.0
UA,1347,2025-08-10,ORD,FLL,2025-08-10 16:20:00+00:00,2025-08-10T20:34:00Z,2025-08-10 23:44:00+00:00,2025-08-11T03:34:00Z,179,B737-MAX9,Mainline,96,51,56,128,444.0,0.7150837988826816
OO,5108,2025-08-10,ORD,SLN,2025-08-10 16:45:00+00:00,2025-08-10T18:50:00Z,2025-08-10 20:20:00+00:00,2025-08-10T22:39:00Z,50,CRJ-200,Express,-121,43,29,42,215.0,0.84
UA,2387,2025-08-15,ORD,MCO,2025-08-15 06:00:00+00:00,2025-08-15T09:47:00Z,2025-08-15 05:54:00+00:00,2025-08-15T09:40:00Z,179,B737-MAX9,Mainline,364,426,56,93,-6.0,0.5195530726256983
OO,5398,2025-08-01,ORD,IND,2025-08-01 10:55:00+00:00,2025-08-01T13:07:00Z,2025-08-01 10:53:00+00:00,2025-08-01T12:54:00Z,76,ERJ-175,Express,84,91,39,76,-2.0,1.0
OO,5045,2025-08-10,ORD,RHI,2025-08-10 16:35:00+00:00,2025-08-10T17:57:00Z,2025-08-10 19:48:00+00:00,2025-08-10T21:06:00Z,50,CRJ-200,Express,42,37,29,43,193.0,0.86
OO,5037,2025-08-14,ORD,LAF,2025-08-14 12:14:00+00:00,2025-08-14T14:12:00Z,2025-08-14 12:15:00+00:00,2025-08-14T13:59:00Z,50,CRJ-200,Express,41,45,29,12,1.0,0.24
UA,987,2025-08-01,ORD,CDG,2025-08-01 18:00:00+00:00,2025-08-02T09:20:00Z,2025-08-01 17:57:00+00:00,2025-08-02T08:34:00Z,318,B787-10,Mainline,255,212,155,312,-3.0,0.9811320754716981
UA,793,2025-08-10,ORD,DFW,2025-08-10 16:20:00+00:00,2025-08-10T18:58:00Z,2025-08-10 18:21:00+00:00,2025-08-10T21:21:00Z,126,A319-100,Mainline,85,106,43,126,121.0,1.0
OO,5538,2025-08-14,ORD,HSV,2025-08-14 18:25:00+00:00,2025-08-14T20:14:00Z,2025-08-14 18:23:00+00:00,2025-08-14T20:18:00Z,50,CRJ-550,Express,76,85,29,45,-2.0,0.9
YX,3628,2025-08-06,ORD,IND,2025-08-06 17:50:00+00:00,2025-08-06T20:03:00Z,2025-08-06 18:12:00+00:00,2025-08-06T20:16:00Z,76,ERJ-175,Express,187,215,34,68,22.0,0.8947368421052632
UA,1779,2025-08-07,ORD,BOS,2025-08-07 21:32:00+00:00,2025-08-08T00:59:00Z,2025-08-07 21:51:00+00:00,2025-08-08T01:06:00Z,179,B737-900,Mainline,67,58,56,93,19.0,0.5195530726256983
UA,1617,2025-08-12,ORD,PHL,2025-08-12 14:20:00+00:00,2025-08-12T17:36:00Z,2025-08-12 14:28:00+00:00,2025-08-12T19:54:00Z,166,B737-800,Mainline,29,53,51,153,8.0,0.9216867469879518
OO,5859,2025-08-04,ORD,BZN,2025-08-04 07:15:00+00:00,2025-08-04T09:53:00Z,2025-08-04 07:11:00+00:00,2025-08-04T09:44:00Z,76,ERJ-175,Express,650,535,34,70,-4.0,0.9210526315789473
UA,2418,2025-08-15,ORD,PHL,2025-08-15 07:35:00+00:00,2025-08-15T10:47:00Z,2025-08-15 07:28:00+00:00,2025-08-15T10:29:00Z,150,A320-200,Mainline,720,725,110,145,-7.0,0.9666666666666667
UA,3,2025-08-06,ORD,ZRH,2025-08-06 15:55:00+00:00,2025-08-07T07:45:00Z,2025-08-06 16:20:00+00:00,2025-08-07T07:47:00Z,167,B767-300,Mainline,105,150,145,138,25.0,0.8263473053892215
UA,1358,2025-08-15,ORD,RDU,2025-08-15 07:00:00+00:00,2025-08-15T10:03:00Z,2025-08-15 07:08:00+00:00,2025-08-15T10:11:00Z,126,A319-100,Mainline,640,642,43,126,8.0,1.0
OO,5352,2025-08-12,ORD,CAK,2025-08-12 18:05:00+00:00,2025-08-12T20:49:00Z,2025-08-12 22:40:00+00:00,2025-08-13T01:27:00Z,50,CRJ-200,Express,59,138,29,48,275.0,0.96
UA,2862,2025-08-06,ORD,IAD,2025-08-06 10:50:00+00:00,2025-08-06T13:49:00Z,2025-08-06 10:54:00+00:00,2025-08-06T13:43:00Z,179,B737-900,Mainline,67,52,56,122,4.0,0.6815642458100558
G7,4590,2025-08-10,ORD,MDT,2025-08-10 16:45:00+00:00,2025-08-10T19:52:00Z,2025-08-10 17:24:00+00:00,2025-08-10T20:20:00Z,50,CRJ-550,Express,50,36,29,50,39.0,1.0
UA,2172,2025-08-13,ORD,FAI,2025-08-13 16:05:00+00:00,2025-08-13T19:40:00Z,2025-08-13 16:04:00+00:00,2025-08-13T19:16:00Z,166,B737-MAX8,Mainline,82,76,51,145,-1.0,0.8734939759036144
UA,2280,2025-08-02,ORD,MCO,2025-08-02 07:10:00+00:00,2025-08-02T11:04:00Z,2025-08-02 07:08:00+00:00,2025-08-02T10:56:00Z,200,A321-2NX,Mainline,511,267,62,200,-2.0,1.0
UA,777,2025-08-15,ORD,LAS,2025-08-15 19:49:00+00:00,2025-08-15T21:52:00Z,2025-08-15 19:54:00+00:00,2025-08-15T22:05:00Z,179,B737-MAX9,Mainline,79,98,56,159,5.0,0.888268156424581
G7,4502,2025-08-05,ORD,LEX,2025-08-05 10:50:00+00:00,2025-08-05T13:21:00Z,2025-08-05 10:40:00+00:00,2025-08-05T12:55:00Z,50,CRJ-550,Express,62,79,29,48,-10.0,0.96
G7,4610,2025-08-07,ORD,XNA,2025-08-07 12:41:00+00:00,2025-08-07T14:35:00Z,2025-08-07 13:42:00+00:00,2025-08-07T15:40:00Z,50,CRJ-550,Express,36,29,29,48,61.0,0.96
YX,3568,2025-08-02,ORD,YYZ,2025-08-02 10:50:00+00:00,2025-08-02T13:42:00Z,2025-08-02 14:39:00+00:00,2025-08-02T17:13:00Z,76,ERJ-175,Express,68,266,42,69,229.0,0.9078947368421053
UA,1097,2025-08-01,ORD,DCA,2025-08-01 11:15:00+00:00,2025-08-01T14:13:00Z,2025-08-01 11:07:00+00:00,2025-08-01T14:01:00Z,126,A319-100,Mainline,80,79,43,125,-8.0,0.9920634920634921
OO,5668,2025-08-04,ORD,MKE,2025-08-04 14:09:00+00:00,2025-08-04T15:10:00Z,2025-08-04 14:30:00+00:00,2025-08-04T15:13:00Z,50,CRJ-550,Express,40,50,29,47,21.0,0.94
UA,356,2025-08-01,ORD,ATL,2025-08-01 14:30:00+00:00,2025-08-01T17:39:00Z,2025-08-01 14:39:00+00:00,2025-08-01T17:47:00Z,126,B737-700,Mainline,89,79,51,120,9.0,0.9523809523809523
UA,793,2025-08-03,ORD,DFW,2025-08-03 16:20:00+00:00,2025-08-03T18:58:00Z,2025-08-03 17:58:00+00:00,2025-08-03T20:28:00Z,126,A319-100,Mainline,85,74,43,126,98.0,1.0
OO,4712,2025-08-11,ORD,ELP,2025-08-11 19:50:00+00:00,2025-08-11T22:23:00Z,2025-08-11 20:04:00+00:00,2025-08-11T22:56:00Z,70,ERJ-175,Express,185,195,34,68,14.0,0.9714285714285714
UA,929,2025-08-01,ORD,LHR,2025-08-01 16:05:00+00:00,2025-08-02T06:20:00Z,2025-08-01 16:28:00+00:00,2025-08-02T06:12:00Z,167,B767-300,Mainline,280,200,145,156,23.0,0.9341317365269461
UA,1387,2025-08-04,ORD,SFO,2025-08-04 08:50:00+00:00,2025-08-04T11:29:00Z,2025-08-04 08:47:00+00:00,2025-08-04T11:21:00Z,364,B777-2HD,Mainline,191,140,93,364,-3.0,1.0
UA,2075,2025-08-11,ORD,TPA,2025-08-11 17:55:00+00:00,2025-08-11T21:45:00Z,2025-08-11 18:07:00+00:00,2025-08-11T21:54:00Z,166,B737-MAX8,Mainline,74,85,51,138,12.0,0.8313253012048193
UA,2099,2025-08-14,ORD,IAH,2025-08-14 09:46:00+00:00,2025-08-14T12:40:00Z,2025-08-14 09:40:00+00:00,2025-08-14T12:21:00Z,179,B737-900,Mainline,67,85,56,169,-6.0,0.9441340782122905
UA,416,2025-08-10,ORD,MXP,2025-08-10 21:35:00+00:00,2025-08-11T13:20:00Z,2025-08-10 22:26:00+00:00,2025-08-11T14:05:00Z,243,B787-8,Mainline,215,296,150,196,51.0,0.8065843621399177
UA,1776,2025-08-07,ORD,PHL,2025-08-07 18:20:00+00:00,2025-08-07T21:35:00Z,2025-08-07 18:18:00+00:00,2025-08-07T21:30:00Z,166,B737-800,Mainline,76,63,51,165,-2.0,0.9939759036144579
UA,980,2025-08-08,ORD,DUB,2025-08-08 20:15:00+00:00,2025-08-09T09:45:00Z,2025-08-08 20:12:00+00:00,2025-08-09T09:32:00Z,243,B787-8,Mainline,3015,2863,150,237,-3.0,0.9753086419753086
G7,4194,2025-08-11,ORD,DAY,2025-08-11 14:30:00+00:00,2025-08-11T16:58:00Z,2025-08-11 14:22:00+00:00,2025-08-11T16:59:00Z,50,CRJ-550,Express,145,52,29,49,-8.0,0.98
UA,1301,2025-08-11,ORD,ICT,2025-08-11 20:00:00+00:00,2025-08-11T22:03:00Z,2025-08-11 20:06:00+00:00,2025-08-11T22:08:00Z,126,B737-700,Mainline,65,68,43,100,6.0,0.7936507936507936
UA,1899,2025-08-07,ORD,YYC,2025-08-07 20:03:00+00:00,2025-08-07T22:53:00Z,2025-08-07 20:21:00+00:00,2025-08-07T23:18:00Z,126,B737-700,Mainline,73,95,52,110,18.0,0.873015873015873
UA,2280,2025-08-13,ORD,MCO,2025-08-13 07:10:00+00:00,2025-08-13T11:04:00Z,2025-08-13 07:08:00+00:00,2025-08-13T10:45:00Z,200,A321-2NX,Mainline,600,547,62,185,-2.0,0.925
OO,5585,2025-08-13,ORD,ATW,2025-08-13 12:57:00+00:00,2025-08-13T14:08:00Z,2025-08-13 12:49:00+00:00,2025-08-13T14:06:00Z,50,CRJ-550,Express,183,56,29,47,-8.0,0.94
UA,2666,2025-08-14,ORD,DEN,2025-08-14 05:00:00+00:00,2025-08-14T06:43:00Z,2025-08-14 04:52:00+00:00,2025-08-14T06:25:00Z,200,A321-2NX,Mainline,452,207,62,181,-8.0,0.905
OO,5344,2025-08-01,ORD,MBS,2025-08-01 11:05:00+00:00,2025-08-01T13:22:00Z,2025-08-01 10:58:00+00:00,2025-08-01T13:05:00Z,50,CRJ-200,Express,1197,1066,29,48,-7.0,0.96
UA,349,2025-08-09,ORD,BTV,2025-08-09 18:35:00+00:00,2025-08-09T21:52:00Z,2025-08-09 18:53:00+00:00,2025-08-09T22:03:00Z,150,A320-200,Mainline,90,50,46,145,18.0,0.9666666666666667
OO,5352,2025-08-03,ORD,CAK,2025-08-03 18:05:00+00:00,2025-08-03T20:49:00Z,2025-08-03 18:12:00+00:00,2025-08-03T20:41:00Z,50,CRJ-200,Express,59,35,29,46,7.0,0.92
G7,4425,2025-08-12,ORD,GRR,2025-08-12 14:00:00+00:00,2025-08-12T16:04:00Z,2025-08-12 20:00:00+00:00,2025-08-12T23:00:00Z,50,CRJ-550,Express,124,490,33,28,360.0,0.56
G7,4519,2025-08-15,ORD,SCE,2025-08-15 18:20:00+00:00,2025-08-15T21:24:00Z,2025-08-15 18:13:00+00:00,2025-08-15T21:02:00Z,50,CRJ-550,Express,75,45,29,43,-7.0,0.86
G7,4391,2025-08-07,ORD,SGF,2025-08-07 20:06:00+00:00,2025-08-07T22:00:00Z,2025-08-07 20:12:00+00:00,2025-08-07T21:34:00Z,50,CRJ-550,Express,71,43,29,49,6.0,0.98
OO,5136,2025-08-09,ORD,DEC,2025-08-09 07:45:00+00:00,2025-08-09T08:48:00Z,2025-08-09 07:35:00+00:00,2025-08-09T08:29:00Z,50,CRJ-200,Express,85,87,29,6,-10.0,0.12
OO,5382,2025-08-15,ORD,FWA,2025-08-15 15:35:00+00:00,2025-08-15T17:47:00Z,2025-08-15 15:37:00+00:00,2025-08-15T17:54:00Z,50,CRJ-200,Express,40,43,29,45,2.0,0.9
UA,763,2025-08-05,ORD,PWM,2025-08-05 10:58:00+00:00,2025-08-05T14:24:00Z,2025-08-05 11:44:00+00:00,2025-08-05T15:00:00Z,166,B737-800,Mainline,-4,60,51,160,46.0,0.963855421686747
UA,912,2025-08-01,ORD,KEF,2025-08-01 21:10:00+00:00,2025-08-02T08:30:00Z,2025-08-01 21:45:00+00:00,2025-08-02T09:04:00Z,176,B757-200,Mainline,150,154,75,171,35.0,0.9715909090909091
OO,5099,2025-08-08,ORD,CIU,2025-08-08 12:40:00+00:00,2025-08-08T15:09:00Z,2025-08-08 12:47:00+00:00,2025-08-08T15:01:00Z,50,CRJ-200,Express,35,55,29,36,7.0,0.72
UA,422,2025-08-07,ORD,ATH,2025-08-07 16:15:00+00:00,2025-08-08T10:30:00Z,2025-08-07 16:28:00+00:00,2025-08-08T10:36:00Z,318,B787-10,Mainline,315,321,155,300,13.0,0.9433962264150944
UA,1803,2025-08-08,ORD,DEN,2025-08-08 10:44:00+00:00,2025-08-08T12:32:00Z,2025-08-08 11:08:00+00:00,2025-08-08T12:46:00Z,200,A321-2NX,Mainline,82,107,62,200,24.0,1.0
YX,3433,2025-08-14,ORD,CVG,2025-08-14 16:35:00+00:00,2025-08-14T19:02:00Z,2025-08-14 16:26:00+00:00,2025-08-14T18:46:00Z,76,ERJ-175,Express,45,52,39,61,-9.0,0.8026315789473685
YX,3571,2025-08-05,ORD,IND,2025-08-05 13:05:00+00:00,2025-08-05T15:18:00Z,2025-08-05 12:57:00+00:00,2025-08-05T15:13:00Z,76,ERJ-175,Express,60,66,34,57,-8.0,0.75
UA,2414,2025-08-01,ORD,BNA,2025-08-01 10:43:00+00:00,2025-08-01T12:28:00Z,2025-08-01 10:37:00+00:00,2025-08-01T12:12:00Z,166,B737-MAX8,Mainline,69,88,51,150,-6.0,0.9036144578313253
OO,5429,2025-08-13,ORD,TYS,2025-08-13 14:08:00+00:00,2025-08-13T17:05:00Z,2025-08-13 14:09:00+00:00,2025-08-13T16:58:00Z,76,ERJ-175,Express,58,60,34,76,1.0,1.0
UA,2090,2025-08-14,ORD,MIA,2025-08-14 07:01:00+00:00,2025-08-14T11:18:00Z,2025-08-14 07:00:00+00:00,2025-08-14T11:09:00Z,166,B737-800,Mainline,836,660,51,154,-1.0,0.927710843373494
UA,1205,2025-08-04,ORD,EWR,2025-08-04 11:46:00+00:00,2025-08-04T15:12:00Z,2025-08-04 11:54:00+00:00,2025-08-04T14:55:00Z,179,B737-900,Mainline,67,108,56,179,8.0,1.0
OO,5555,2025-08-06,ORD,MKE,2025-08-06 18:10:00+00:00,2025-08-06T19:10:00Z,2025-08-06 18:22:00+00:00,2025-08-06T19:32:00Z,50,CRJ-200,Express,64,35,29,49,12.0,0.98
UA,2672,2025-08-15,ORD,PNS,2025-08-15 10:42:00+00:00,2025-08-15T13:09:00Z,2025-08-15 10:33:00+00:00,2025-08-15T12:49:00Z,126,A319-100,Mainline,57,72,43,99,-9.0,0.7857142857142857
UA,1377,2025-08-11,ORD,MYR,2025-08-11 11:20:00+00:00,2025-08-11T14:35:00Z,2025-08-11 11:19:00+00:00,2025-08-11T14:28:00Z,126,B737-700,Mainline,990,929,43,121,-1.0,0.9603174603174603
UA,764,2025-08-06,ORD,YYC,2025-08-06 08:45:00+00:00,2025-08-06T11:38:00Z,2025-08-06 08:44:00+00:00,2025-08-06T11:42:00Z,179,B737-900,Mainline,72,87,70,115,-1.0,0.6424581005586593
OO,5819,2025-08-07,ORD,DLH,2025-08-07 09:00:00+00:00,2025-08-07T10:51:00Z,2025-08-07 08:52:00+00:00,2025-08-07T10:27:00Z,50,CRJ-550,Express,74,78,29,46,-8.0,0.92
UA,1989,2025-08-15,ORD,BOS,2025-08-15 18:20:00+00:00,2025-08-15T21:59:00Z,2025-08-15 18:14:00+00:00,2025-08-15T21:50:00Z,179,B737-900,Mainline,88,91,56,174,-6.0,0.9720670391061452
OO,4638,2025-08-06,ORD,COS,2025-08-06 19:40:00+00:00,2025-08-06T21:44:00Z,2025-08-06 19:39:00+00:00,2025-08-06T21:34:00Z,76,ERJ-175,Express,65,59,34,54,-1.0,0.7105263157894737
UA,2099,2025-08-08,ORD,IAH,2025-08-08 09:46:00+00:00,2025-08-08T12:40:00Z,2025-08-08 09:47:00+00:00,2025-08-08T12:26:00Z,179,B737-900,Mainline,67,70,56,179,1.0,1.0
YX,3715,2025-08-09,ORD,ELP,2025-08-09 19:50:00+00:00,2025-08-09T22:23:00Z,2025-08-09 19:45:00+00:00,2025-08-09T22:08:00Z,76,ERJ-175,Express,55,47,34,60,-5.0,0.7894736842105263
G7,4563,2025-08-02,ORD,FSD,2025-08-02 12:45:00+00:00,2025-08-02T14:35:00Z,2025-08-02 12:49:00+00:00,2025-08-02T14:34:00Z,50,CRJ-550,Express,40,42,29,47,4.0,0.94
UA,708,2025-08-11,ORD,MCI,2025-08-11 08:51:00+00:00,2025-08-11T10:35:00Z,2025-08-11 08:44:00+00:00,2025-08-11T10:27:00Z,126,A319-100,Mainline,79,108,43,126,-7.0,1.0
UA,1878,2025-08-07,ORD,SFO,2025-08-07 12:46:00+00:00,2025-08-07T15:33:00Z,2025-08-07 12:45:00+00:00,2025-08-07T15:28:00Z,200,A321-2NX,Mainline,991,930,70,200,-1.0,1.0
G7,4436,2025-08-01,ORD,SGF,2025-08-01 12:45:00+00:00,2025-08-01T14:31:00Z,2025-08-01 12:40:00+00:00,2025-08-01T14:04:00Z,50,CRJ-550,Express,65,102,29,43,-5.0,0.86
UA,2627,2025-08-03,ORD,MSP,2025-08-03 21:50:00+00:00,2025-08-03T23:28:00Z,2025-08-03 22:29:00+00:00,2025-08-04T00:01:00Z,179,B737-900,Mainline,1869,1880,56,108,39.0,0.6033519553072626
G7,4554,2025-08-11,ORD,GRB,2025-08-11 14:00:00+00:00,2025-08-11T15:11:00Z,2025-08-11 13:57:00+00:00,2025-08-11T14:49:00Z,50,CRJ-550,Express,71,68,29,46,-3.0,0.92
OO,5125,2025-08-08,ORD,CMX,2025-08-08 11:38:00+00:00,2025-08-08T14:18:00Z,2025-08-08 11:34:00+00:00,2025-08-08T13:52:00Z,50,CRJ-200,Express,43,50,29,47,-4.0,0.94
UA,2290,2025-08-09,ORD,DFW,2025-08-09 12:45:00+00:00,2025-08-09T15:22:00Z,2025-08-09 15:39:00+00:00,2025-08-09T17:54:00Z,166,B737-800,Mainline,-116,61,51,132,174.0,0.7951807228915663
G7,4613,2025-08-10,ORD,STL,2025-08-10 09:05:00+00:00,2025-08-10T10:40:00Z,2025-08-10 09:01:00+00:00,2025-08-10T10:30:00Z,50,CRJ-550,Express,60,92,29,50,-4.0,1.0
YX,3523,2025-08-14,ORD,RIC,2025-08-14 14:55:00+00:00,2025-08-14T18:16:00Z,2025-08-14 14:53:00+00:00,2025-08-14T17:58:00Z,76,ERJ-175,Express,47,65,34,76,-2.0,1.0
OO,5836,2025-08-14,ORD,TYS,2025-08-14 10:35:00+00:00,2025-08-14T13:21:00Z,2025-08-14 10:31:00+00:00,2025-08-14T13:02:00Z,50,CRJ-550,Express,45,44,29,45,-4.0,0.9
OO,5603,2025-08-04,ORD,FNT,2025-08-04 20:08:00+00:00,2025-08-04T22:30:00Z,2025-08-04 21:13:00+00:00,2025-08-04T23:22:00Z,50,CRJ-200,Express,86,118,29,46,65.0,0.92
UA,1269,2025-08-08,ORD,CLE,2025-08-08 18:00:00+00:00,2025-08-08T20:28:00Z,2025-08-08 18:03:00+00:00,2025-08-08T20:20:00Z,126,B737-700,Mainline,74,87,43,98,3.0,0.7777777777777778
UA,592,2025-08-07,ORD,JAC,2025-08-07 16:50:00+00:00,2025-08-07T19:05:00Z,2025-08-07 17:06:00+00:00,2025-08-07T19:19:00Z,126,B737-700,Mainline,65,54,43,125,16.0,0.9920634920634921
UA,1583,2025-08-07,ORD,BWI,2025-08-07 18:35:00+00:00,2025-08-07T21:42:00Z,2025-08-07 20:32:00+00:00,2025-08-07T23:29:00Z,179,B737-900,Mainline,133,197,119,172,117.0,0.9608938547486033
YX,3668,2025-08-09,ORD,BUF,2025-08-09 07:15:00+00:00,2025-08-09T09:58:00Z,2025-08-09 07:15:00+00:00,2025-08-09T10:07:00Z,76,ERJ-175,Express,45,80,34,76,0.0,1.0
OO,5427,2025-08-08,ORD,PIA,2025-08-08 09:05:00+00:00,2025-08-08T10:19:00Z,2025-08-08 09:01:00+00:00,2025-08-08T10:13:00Z,50,CRJ-200,Express,88,106,29,49,-4.0,0.98
UA,2038,2025-08-01,ORD,BUF,2025-08-01 07:15:00+00:00,2025-08-01T09:54:00Z,2025-08-01 07:07:00+00:00,2025-08-01T09:31:00Z,126,A319-100,Mainline,650,644,43,125,-8.0,0.9920634920634921
UA,1980,2025-08-04,ORD,LGA,2025-08-04 06:00:00+00:00,2025-08-04T09:11:00Z,2025-08-04 05:53:00+00:00,2025-08-04T08:50:00Z,166,B737-800,Mainline,531,531,51,153,-7.0,0.9216867469879518
UA,286,2025-08-04,ORD,CLE,2025-08-04 07:33:00+00:00,2025-08-04T09:59:00Z,2025-08-04 07:25:00+00:00,2025-08-04T09:32:00Z,179,B737-900,Mainline,713,627,119,170,-8.0,0.9497206703910615
UA,2177,2025-08-12,ORD,MSN,2025-08-12 14:00:00+00:00,2025-08-12T15:03:00Z,2025-08-12 14:35:00+00:00,2025-08-12T15:55:00Z,150,A320-200,Mainline,55,66,46,113,35.0,0.7533333333333333
UA,845,2025-08-11,ORD,GRU,2025-08-11 21:20:00+00:00,2025-08-12T09:30:00Z,2025-08-11 22:52:00+00:00,2025-08-12T11:29:00Z,318,B787-10,Mainline,300,443,155,286,92.0,0.89937106918239
UA,1815,2025-08-01,ORD,MSY,2025-08-01 10:50:00+00:00,2025-08-01T13:20:00Z,2025-08-01 10:40:00+00:00,2025-08-01T12:59:00Z,200,A321-2NX,Mainline,181,181,62,152,-10.0,0.76
UA,1909,2025-08-14,ORD,TVC,2025-08-14 10:51:00+00:00,2025-08-14T13:06:00Z,2025-08-14 10:48:00+00:00,2025-08-14T13:14:00Z,179,B737-900,Mainline,68,54,56,164,-3.0,0.9162011173184358
OO,5821,2025-08-12,ORD,MKE,2025-08-12 08:54:00+00:00,2025-08-12T10:02:00Z,2025-08-12 10:50:00+00:00,2025-08-12T11:40:00Z,50,CRJ-200,Express,121,54,29,40,116.0,0.8
YX,3716,2025-08-07,ORD,CMH,2025-08-07 18:17:00+00:00,2025-08-07T20:54:00Z,2025-08-07 18:14:00+00:00,2025-08-07T20:49:00Z,76,ERJ-175,Express,47,66,34,76,-3.0,1.0
OO,5833,2025-08-08,ORD,DTW,2025-08-08 18:11:00+00:00,2025-08-08T20:45:00Z,2025-08-08 18:09:00+00:00,2025-08-08T20:47:00Z,76,ERJ-175,Express,61,73,34,75,-2.0,0.9868421052631579
UA,1741,2025-08-06,ORD,JAC,2025-08-06 09:20:00+00:00,2025-08-06T11:35:00Z,2025-08-06 09:17:00+00:00,2025-08-06T11:51:00Z,126,B737-700,Mainline,105,122,43,118,-3.0,0.9365079365079365
UA,2684,2025-08-12,ORD,FCA,2025-08-12 08:45:00+00:00,2025-08-12T11:36:00Z,2025-08-12 08:51:00+00:00,2025-08-12T11:24:00Z,179,B737-900,Mainline,71,108,56,155,6.0,0.8659217877094972
UA,1297,2025-08-12,ORD,DFW,2025-08-12 08:45:00+00:00,2025-08-12T11:24:00Z,2025-08-12 09:16:00+00:00,2025-08-12T11:39:00Z,126,A319-100,Mainline,64,113,43,125,31.0,0.9920634920634921
OO,5915,2025-08-11,ORD,LNK,2025-08-11 16:50:00+00:00,2025-08-11T18:45:00Z,2025-08-11 19:16:00+00:00,2025-08-11T21:06:00Z,50,CRJ-200,Express,45,32,29,44,146.0,0.88
OO,5125,2025-08-02,ORD,CMX,2025-08-02 11:38:00+00:00,2025-08-02T14:18:00Z,2025-08-02 11:33:00+00:00,2025-08-02T13:54:00Z,50,CRJ-200,Express,2455,2438,29,47,-5.0,0.94
UA,2179,2025-08-10,ORD,SFO,2025-08-10 18:20:00+00:00,2025-08-10T21:09:00Z,2025-08-10 19:51:00+00:00,2025-08-10T22:20:00Z,234,B757-300,Mainline,76,66,66,234,91.0,1.0
UA,1139,2025-08-15,ORD,DSM,2025-08-15 09:00:00+00:00,2025-08-15T10:29:00Z,2025-08-15 08:55:00+00:00,2025-08-15T10:09:00Z,150,A320-200,Mainline,78,73,46,114,-5.0,0.76
UA,380,2025-08-09,ORD,JAX,2025-08-09 11:59:00+00:00,2025-08-09T15:33:00Z,2025-08-09 15:15:00+00:00,2025-08-09T18:41:00Z,179,B737-MAX9,Mainline,-163,69,56,150,196.0,0.8379888268156425
UA,293,2025-08-01,ORD,LGA,2025-08-01 11:00:00+00:00,2025-08-01T14:20:00Z,2025-08-01 10:59:00+00:00,2025-08-01T13:56:00Z,166,B737-800,Mainline,65,57,60,166,-1.0,1.0
