company_id,flight_number,scheduled_departure_date_local,scheduled_arrival_station_code,scheduled_ground_time_minutes,minimum_turn_minutes,total_seats,tight_ground_time,transfer_bags,origin_bags,total_bags_per_seat,total_pax_booked,total_ssr_count,ssr_per_pax,tight_ground_time_norm,total_bags_per_seat_norm,ssr_per_pax_norm,difficulty_score,daily_difficulty_rank,difficulty_classification
UA,2394,2025-08-03,DEN,91,66,234,0,33,83,0.49572649572649574,234,1.0,0.004273504273504274,0.0,0.349798893916541,0.019230769230769235,0.12300988771577008,497,Easy
UA,2243,2025-08-11,RIC,81,43,126,0,65,10,0.5952380952380952,119,1.0,0.008403361344537815,0.0,0.3913494764225934,0.025210084033613446,0.13885318681873562,374,Medium
G7,4504,2025-08-05,CHA,61,29,50,0,13,6,0.38,44,2.0,0.045454545454545456,0.0,0.22477440525020506,0.2987012987012987,0.17449190131716794,285,Medium
G7,4546,2025-08-13,AVP,85,29,50,0,38,3,0.82,50,1.0,0.02,0.0,0.45577735684103154,0.14380952380952383,0.19986229355018512,193,Medium
UA,1448,2025-08-10,BUF,63,43,126,0,33,27,0.47619047619047616,100,3.0,0.03,0.0,0.30158730158730157,0.292,0.19786243386243385,289,Medium
OO,5382,2025-08-01,FWA,79,29,50,0,35,6,0.82,42,0.0,0.0,0.0,0.5262685631217398,0.0,0.17542285437391325,332,Medium
UA,2177,2025-08-07,MSN,45,43,126,0,37,7,0.3492063492063492,94,1.0,0.010638297872340425,0.0,0.1887926887926888,0.0425531914893617,0.07711529342735017,520,Easy
UA,1946,2025-08-05,LGA,5,51,166,46,12,55,0.4036144578313253,109,2.0,0.01834862385321101,0.2857142857142857,0.24511499649129742,0.12057667103538663,0.2171353177469899,179,Medium
OO,5269,2025-08-07,PIA,51,29,50,0,34,11,0.9,46,0.0,0.0,0.0,0.6060606060606062,0.0,0.20202020202020207,139,Difficult
UA,2629,2025-08-14,CLE,82,56,179,0,75,28,0.5754189944134078,179,2.0,0.0111731843575419,0.0,0.4243249253660936,0.08007448789571694,0.16813313775393687,397,Medium
UA,1215,2025-08-03,ANC,106,51,166,0,137,37,1.0481927710843373,166,3.0,0.018072289156626505,0.0,0.7560240963855421,0.08132530120481928,0.2791164658634538,49,Difficult
UA,2661,2025-08-03,LGA,40,51,166,11,4,63,0.4036144578313253,166,2.0,0.012048192771084338,0.05851063829787234,0.2820694542877392,0.054216867469879526,0.1315989866851637,479,Easy
UA,467,2025-08-08,CMH,66,43,126,0,52,15,0.5317460317460317,115,2.0,0.017391304347826087,0.0,0.34597740265016313,0.10434782608695653,0.1501084095790399,374,Medium
UA,1491,2025-08-05,DFW,63,43,126,0,41,45,0.6825396825396826,126,4.0,0.031746031746031744,0.0,0.4853705222860268,0.20861678004535145,0.2313291007771261,152,Medium
UA,288,2025-08-14,SNN,240,122,176,0,121,47,0.9545454545454546,174,3.0,0.017241379310344827,0.0,0.7139671747633147,0.1235632183908046,0.27917679771803977,99,Difficult
UA,312,2025-08-01,CHS,84,43,126,0,70,12,0.6507936507936508,125,0.0,0.0,0.0,0.39896951854310114,0.0,0.13298983951436705,446,Easy
UA,1291,2025-08-03,IAH,85,62,200,0,38,63,0.505,200,3.0,0.015,0.0,0.35661764705882354,0.0675,0.14137254901960786,457,Easy
UA,2092,2025-08-03,LGA,746,114,166,0,6,46,0.3132530120481928,165,0.0,0.0,0.0,0.21562721474131824,0.0,0.07187573824710608,541,Easy
OO,5474,2025-08-02,MBS,105,29,50,0,39,4,0.86,43,1.0,0.023255813953488372,0.0,0.4390243902439024,0.16279069767441862,0.20060502930610702,181,Medium
OO,5601,2025-08-08,FNT,110,29,50,0,33,16,0.98,50,2.0,0.04,0.0,0.6551437593485124,0.24000000000000002,0.2983812531161708,23,Difficult
UA,2609,2025-08-11,SNA,59,43,126,0,23,49,0.5714285714285714,126,0.0,0.0,0.0,0.3739406918842217,0.0,0.12464689729474056,427,Medium
UA,1209,2025-08-05,EWR,88,56,179,0,33,72,0.5865921787709497,162,2.0,0.012345679012345678,0.0,0.40272501042616665,0.08112874779541446,0.16128458607386037,316,Medium
G7,4546,2025-08-03,AVP,90,29,50,0,22,7,0.58,44,1.0,0.022727272727272728,0.0,0.4117647058823529,0.10227272727272728,0.17134581105169341,339,Medium
UA,953,2025-08-08,MUC,255,150,243,0,109,122,0.9506172839506173,239,6.0,0.02510460251046025,0.0,0.634878133354672,0.1506276150627615,0.2618352494724778,59,Difficult
UA,1909,2025-08-15,TVC,68,56,179,0,41,23,0.3575418994413408,171,3.0,0.017543859649122806,0.0,0.21378096999334562,0.02631578947368421,0.08003225315567661,516,Easy
YX,3421,2025-08-12,ROC,50,34,76,0,34,4,0.5,46,0.0,0.0,0.0,0.30914605692953806,0.0,0.10304868564317936,397,Easy
YX,3464,2025-08-10,PIT,50,34,76,0,25,5,0.39473684210526316,67,0.0,0.0,0.0,0.24256292906178492,0.0,0.08085430968726164,537,Easy
OO,5272,2025-08-04,MSN,41,29,50,0,21,2,0.46,49,1.0,0.02040816326530612,0.0,0.2813252045563934,0.12244897959183673,0.13459139471607673,394,Medium
UA,118,2025-08-07,EDI,90,75,176,0,82,83,0.9375,174,2.0,0.011494252873563218,0.0,0.634469696969697,0.04597701149425287,0.2268155694879833,93,Difficult
OO,5138,2025-08-10,MGW,53,29,50,0,11,14,0.5,35,1.0,0.02857142857142857,0.0,0.31884057971014496,0.2780952380952381,0.1989786059351277,281,Medium
OO,5108,2025-08-03,SLN,40,29,50,0,21,20,0.82,45,2.0,0.044444444444444446,0.0,0.5882352941176471,0.2,0.2627450980392157,65,Difficult
UA,912,2025-08-11,KEF,150,75,176,0,181,34,1.2215909090909092,167,8.0,0.04790419161676647,0.0,0.8493192060399823,0.14371257485029942,0.33101059363009394,7,Difficult
UA,534,2025-08-15,EWR,78,62,200,0,25,20,0.225,176,4.0,0.022727272727272728,0.0,0.11855090027700832,0.034090909090909095,0.05088060312263914,544,Easy
YX,3685,2025-08-08,DTW,51,34,76,0,61,10,0.9342105263157895,76,1.0,0.013157894736842105,0.0,0.6235621878362184,0.07894736842105263,0.23416985208575702,98,Difficult
UA,1761,2025-08-05,FAT,417,43,126,0,45,51,0.7619047619047619,121,14.0,0.11570247933884298,0.0,0.5537325676784249,0.7603305785123967,0.43802104873027387,9,Difficult
UA,1358,2025-08-07,RDU,649,43,126,0,12,35,0.373015873015873,80,1.0,0.0125,0.0,0.20683020683020686,0.05,0.08561006894340228,510,Easy
UA,1361,2025-08-10,STL,57,43,126,0,98,9,0.8492063492063492,111,1.0,0.009009009009009009,0.0,0.5718886588451807,0.0876876876876877,0.21985878217762278,231,Medium
YX,3440,2025-08-01,YYZ,753,42,76,0,32,21,0.6973684210526315,76,3.0,0.039473684210526314,0.0,0.43400912422720844,0.35526315789473684,0.26309076070731513,114,Difficult
OO,4645,2025-08-04,FWA,85,29,50,0,32,20,1.04,49,1.0,0.02040816326530612,0.0,0.6698219156104604,0.12244897959183673,0.26409029840076576,51,Difficult
OO,4791,2025-08-12,SBN,45,29,50,0,22,1,0.46,44,2.0,0.045454545454545456,0.0,0.2797480167988801,0.36363636363636365,0.21446146014508125,172,Medium
UA,2418,2025-08-11,PHL,67,52,150,0,28,56,0.56,143,2.0,0.013986013986013986,0.0,0.3655844753058034,0.04195804195804196,0.13584750575461513,389,Medium
UA,411,2025-08-02,DTW,60,56,179,0,96,14,0.6145251396648045,170,10.0,0.058823529411764705,0.0,0.2893445973565881,0.411764705882353,0.233703101079647,115,Difficult
UA,2385,2025-08-08,MSO,58,51,166,0,91,15,0.6385542168674698,149,3.0,0.020134228187919462,0.0,0.41964434103373766,0.12080536912751677,0.1801499033870848,258,Medium
UA,1857,2025-08-02,MIA,117,51,166,0,37,114,0.9096385542168675,166,3.0,0.018072289156626505,0.0,0.4692918013517484,0.12650602409638553,0.198599275149378,192,Medium
UA,1761,2025-08-13,FAT,100,43,126,0,64,28,0.7301587301587301,121,5.0,0.04132231404958678,0.0,0.401451075354616,0.29712711530893354,0.23285939688784985,120,Difficult
UA,1301,2025-08-05,ICT,65,43,126,0,58,6,0.5079365079365079,86,1.0,0.011627906976744186,0.0,0.3349740224227509,0.07641196013289037,0.1371286608518804,392,Medium
UA,1859,2025-08-05,SNA,65,43,126,0,35,66,0.8015873015873016,126,3.0,0.023809523809523808,0.0,0.587913590374624,0.15646258503401358,0.24812539180287918,116,Difficult
UA,1996,2025-08-03,SJU,699,62,200,0,50,117,0.835,198,7.0,0.03535353535353535,0.0,0.5992647058823529,0.1590909090909091,0.2527852049910873,90,Difficult
YX,3551,2025-08-11,SDF,54,39,76,0,52,6,0.7631578947368421,54,1.0,0.018518518518518517,0.0,0.5141272200090036,0.05555555555555555,0.18989425852151973,146,Medium
OO,5731,2025-08-12,STL,86,34,76,0,33,24,0.75,73,0.0,0.0,0.0,0.4928838077461503,0.0,0.16429460258205011,276,Medium
OO,5250,2025-08-07,BNA,59,39,76,0,25,18,0.5657894736842105,76,1.0,0.013157894736842105,0.0,0.3528708133971292,0.05263157894736842,0.13516746411483255,370,Medium
OO,5999,2025-08-08,OKC,206,34,70,0,40,7,0.6714285714285714,68,1.0,0.014705882352941176,0.0,0.4423181936893088,0.08823529411764706,0.17685116260231862,272,Medium
UA,2287,2025-08-02,SRQ,85,43,126,0,32,65,0.7698412698412699,121,8.0,0.06611570247933884,0.0,0.38404955478126207,0.4628099173553719,0.28228649071221135,47,Difficult
OO,5136,2025-08-14,DEC,52,29,50,0,2,0,0.04,4,0.0,0.0,0.0,0.01527945315641335,0.0,0.005093151052137783,558,Easy
UA,622,2025-08-15,DEN,99,87,364,0,93,175,0.7362637362637363,364,6.0,0.016483516483516484,0.0,0.4858889379318742,0.024725274725274728,0.17020473755238297,209,Medium
UA,2684,2025-08-04,FCA,62,56,179,0,85,36,0.6759776536312849,172,0.0,0.0,0.0,0.42599177024075313,0.0,0.1419972567469177,359,Medium
UA,2092,2025-08-10,LGA,746,114,166,0,15,57,0.43373493975903615,164,0.0,0.0,0.0,0.2708224201152436,0.0,0.09027414003841454,530,Easy
UA,1617,2025-08-10,PHL,70,43,126,0,22,46,0.5396825396825397,123,0.0,0.0,0.0,0.3475960432482172,0.0,0.11586534774940573,501,Easy
OO,5874,2025-08-04,PIA,69,29,50,0,26,15,0.82,44,0.0,0.0,0.0,0.522461094176159,0.0,0.1741536980587197,224,Medium
YX,3551,2025-08-10,SDF,47,39,76,0,32,11,0.5657894736842105,59,1.0,0.01694915254237288,0.0,0.36651411136537,0.1649717514124294,0.17716195425926648,350,Medium
UA,1273,2025-08-11,SFO,622,66,234,0,6,74,0.3418803418803419,161,2.0,0.012422360248447204,0.0,0.20610215377069055,0.037267080745341616,0.08112307817201071,540,Easy
UA,563,2025-08-12,EWR,112,68,200,0,33,38,0.355,145,2.0,0.013793103448275862,0.0,0.20257816145590293,0.1103448275862069,0.1043076630140366,394,Easy
OO,5125,2025-08-15,CMX,43,29,50,0,21,25,0.92,46,1.0,0.021739130434782608,0.0,0.6179016620498615,0.03260869565217391,0.21683678590067848,80,Difficult
G7,4173,2025-08-08,AVL,130,29,50,0,25,8,0.66,50,0.0,0.0,0.0,0.43443576533156053,0.0,0.14481192177718685,390,Medium
UA,1113,2025-08-15,ALB,770,51,166,0,57,19,0.4578313253012048,141,1.0,0.0070921985815602835,0.0,0.28583795013850416,0.010638297872340425,0.09882541600361487,476,Easy
UA,2389,2025-08-08,RSW,74,56,179,0,31,64,0.5307262569832403,168,6.0,0.03571428571428571,0.0,0.3452740512681481,0.21428571428571427,0.18651992185128743,234,Medium
OO,5352,2025-08-08,CAK,118,29,50,0,25,18,0.86,48,1.0,0.020833333333333332,0.0,0.5723782615921555,0.125,0.23245942053071852,104,Difficult
UA,1387,2025-08-12,SFO,67,56,179,0,48,102,0.8379888268156425,169,6.0,0.03550295857988166,0.0,0.5575512842905445,0.28402366863905326,0.2805249843098659,72,Difficult
UA,708,2025-08-10,MCI,69,46,150,0,90,17,0.7133333333333334,122,3.0,0.02459016393442623,0.0,0.4734299516908213,0.239344262295082,0.23759140466196774,173,Medium
UA,2323,2025-08-09,MCO,97,62,200,0,29,110,0.695,198,6.0,0.030303030303030304,0.0,0.3885135135135135,0.17957351290684623,0.1893623421401199,239,Medium
YX,3604,2025-08-09,CMH,42,39,76,0,58,14,0.9473684210526315,75,2.0,0.02666666666666667,0.0,0.5590327169274537,0.1580246913580247,0.23901913609515946,120,Difficult
G7,4519,2025-08-10,SCE,80,29,50,0,19,1,0.4,41,1.0,0.024390243902439025,0.0,0.24637681159420294,0.23739837398373986,0.1612583951926476,399,Medium
UA,1659,2025-08-07,CUN,59,70,179,11,10,119,0.7206703910614525,177,0.0,0.0,0.035483870967741936,0.47020484171322163,0.0,0.16856290422698786,238,Medium
UA,1224,2025-08-04,LAX,371,56,179,0,15,124,0.776536312849162,179,0.0,0.0,0.0,0.49334816398929104,0.0,0.16444938799643036,271,Medium
UA,1778,2025-08-03,OMA,67,43,126,0,79,11,0.7142857142857143,125,2.0,0.016,0.0,0.5105042016806723,0.07200000000000001,0.19416806722689076,248,Medium
OO,4790,2025-08-01,GRR,57,29,50,0,45,4,0.98,50,0.0,0.0,0.0,0.6466413932673944,0.0,0.21554713108913148,207,Medium
UA,1124,2025-08-03,IAH,-15,119,179,134,68,58,0.7039106145251397,174,2.0,0.011494252873563218,0.7127659574468085,0.5028754518567204,0.05172413793103448,0.4224551824115212,3,Difficult
OO,5668,2025-08-11,MKE,40,29,50,0,28,0,0.56,50,1.0,0.02,0.0,0.3655844753058034,0.060000000000000005,0.14186149176860113,364,Medium
UA,602,2025-08-15,PHX,70,56,179,0,61,24,0.4748603351955307,118,4.0,0.03389830508474576,0.0,0.29807312864637336,0.05084745762711865,0.11630686209116399,417,Medium
OO,5320,2025-08-02,MKE,80,29,50,0,43,11,1.08,47,0.0,0.0,0.0,0.573170731707317,0.0,0.19105691056910568,213,Medium
UA,758,2025-08-15,EWR,895,119,179,0,49,47,0.5363128491620112,177,2.0,0.011299435028248588,0.0,0.34222616413129264,0.01694915254237288,0.11972510555788851,405,Medium
UA,1239,2025-08-13,ROC,85,46,150,0,77,27,0.6933333333333334,147,7.0,0.047619047619047616,0.0,0.3791830589149546,0.34240362811791386,0.2405288956776228,108,Difficult
UA,1304,2025-08-04,LAS,68,56,179,0,54,49,0.5754189944134078,179,3.0,0.01675977653631285,0.0,0.3586353764922152,0.1005586592178771,0.15306467857003078,322,Medium
UA,714,2025-08-13,MDT,74,56,179,0,54,10,0.3575418994413408,152,2.0,0.013157894736842105,0.0,0.1761327236895766,0.09461152882205515,0.09024808417054392,469,Easy
UA,1077,2025-08-10,DCA,522,46,150,0,25,30,0.36666666666666664,95,0.0,0.0,0.0,0.2222222222222222,0.0,0.07407407407407407,541,Easy
YX,3635,2025-08-09,MSN,71,34,70,0,58,0,0.8285714285714286,65,1.0,0.015384615384615385,0.0,0.4787644787644788,0.09116809116809117,0.18997752331085668,236,Medium
UA,467,2025-08-14,CMH,64,51,166,0,51,17,0.40963855421686746,122,1.0,0.00819672131147541,0.0,0.29767320185446244,0.05874316939890711,0.11880545708445651,506,Easy
UA,1859,2025-08-09,SNA,65,43,126,0,30,66,0.7619047619047619,125,5.0,0.04,0.0,0.4337194337194337,0.23703703703703702,0.2235854902521569,149,Medium
UA,276,2025-08-12,IAD,72,62,200,0,81,20,0.505,149,3.0,0.020134228187919462,0.0,0.3128208119458703,0.1610738255033557,0.157964879149742,289,Medium
UA,1224,2025-08-02,LAX,735,119,179,0,19,96,0.6424581005586593,179,2.0,0.0111731843575419,0.0,0.3063768905845483,0.0782122905027933,0.12819639369578054,420,Easy
YX,3604,2025-08-11,CMH,45,34,76,0,28,12,0.5263157894736842,74,0.0,0.0,0.0,0.3409556264430966,0.0,0.11365187548103221,476,Easy
UA,1857,2025-08-15,MIA,59,60,166,1,47,84,0.7891566265060241,162,4.0,0.024691358024691357,0.004016064257028112,0.5238919667590027,0.037037037037037035,0.18831502268435596,151,Medium
OO,4789,2025-08-03,FAR,70,34,70,0,34,6,0.5714285714285714,66,0.0,0.0,0.0,0.4054621848739496,0.0,0.13515406162464985,473,Easy
G7,4504,2025-08-10,CHA,53,29,50,0,12,11,0.46,43,0.0,0.0,0.0,0.2898550724637682,0.0,0.09661835748792273,525,Easy
OO,5565,2025-08-13,CHO,20,29,50,9,22,13,0.7,46,0.0,0.0,0.013996889580093312,0.3832143377531691,0.0,0.1324037424444208,377,Medium
UA,2483,2025-08-07,IAH,73,56,179,0,39,87,0.7039106145251397,179,3.0,0.01675977653631285,0.0,0.4575080413069241,0.0670391061452514,0.17484904915072516,210,Medium
UA,2207,2025-08-15,OMA,74,51,166,0,75,16,0.5481927710843374,134,2.0,0.014925373134328358,0.0,0.3507617728531856,0.02238805970149254,0.12438327751822605,391,Medium
UA,1975,2025-08-08,ATL,92,62,179,0,14,67,0.45251396648044695,160,5.0,0.03125,0.0,0.2913300583170774,0.1875,0.1596100194390258,340,Medium
OO,5819,2025-08-14,DLH,55,29,50,0,21,10,0.62,47,1.0,0.02127659574468085,0.0,0.4583835946924005,0.1524822695035461,0.2036219547319822,282,Medium
YX,3523,2025-08-01,RIC,47,34,76,0,30,12,0.5526315789473685,74,0.0,0.0,0.0,0.32511922853623815,0.0,0.10837307617874604,491,Easy
UA,1851,2025-08-08,ALB,88,43,126,0,29,40,0.5476190476190477,121,4.0,0.03305785123966942,0.0,0.35692521981370245,0.19834710743801653,0.185090775750573,239,Medium
OO,5135,2025-08-04,MCW,43,29,50,0,22,14,0.72,34,2.0,0.058823529411764705,0.0,0.45547890261511303,0.35294117647058826,0.2694733596952337,48,Difficult
G7,4185,2025-08-12,STL,500,29,50,0,41,2,0.86,40,5.0,0.125,0.0,0.5737284181054596,1.0,0.5245761393684866,7,Difficult
G7,4186,2025-08-02,MLI,495,29,50,0,36,4,0.8,48,1.0,0.020833333333333332,0.0,0.40243902439024387,0.14583333333333334,0.18275745257452572,242,Medium
OO,5469,2025-08-07,SDF,82,29,50,0,15,4,0.38,30,1.0,0.03333333333333333,0.0,0.21212121212121215,0.13333333333333333,0.11515151515151516,444,Easy
UA,2225,2025-08-04,PHX,70,56,179,0,38,50,0.49162011173184356,179,2.0,0.0111731843575419,0.0,0.3025050483684336,0.06703910614525141,0.12318138483789502,443,Easy
UA,1693,2025-08-09,DCA,29,46,150,17,56,60,0.7733333333333333,137,1.0,0.0072992700729927005,0.0776255707762557,0.44144144144144143,0.043254933765882665,0.18744064866119325,247,Medium
UA,291,2025-08-01,BDL,70,43,126,0,63,23,0.6825396825396826,126,1.0,0.007936507936507936,0.0,0.42285301658787394,0.07142857142857142,0.16476052933881513,366,Medium
UA,602,2025-08-01,PHX,70,56,179,0,82,51,0.7430167597765364,168,2.0,0.011904761904761904,0.0,0.4683517474999829,0.10714285714285714,0.19183153488094665,290,Medium
YX,3551,2025-08-03,SDF,47,39,76,0,38,7,0.5921052631578947,74,1.0,0.013513513513513514,0.0,0.4206656346749226,0.060810810810810814,0.16049214849524446,381,Medium
UA,1830,2025-08-08,DSM,94,46,150,0,90,36,0.84,150,4.0,0.02666666666666667,0.0,0.558584011966096,0.16000000000000003,0.23952800398869867,92,Difficult
UA,758,2025-08-09,EWR,102,56,179,0,62,95,0.8770949720670391,178,0.0,0.0,0.0,0.5115506568020535,0.0,0.17051688560068448,298,Medium
UA,2278,2025-08-05,SEA,80,62,200,0,72,64,0.68,198,3.0,0.015151515151515152,0.0,0.4831829368334701,0.09956709956709957,0.19425001213352322,240,Medium
UA,2039,2025-08-05,MCO,74,62,200,0,75,42,0.585,185,5.0,0.02702702702702703,0.0,0.4013535684987694,0.1776061776061776,0.19298658203498234,243,Medium
UA,2075,2025-08-01,TPA,74,51,166,0,48,52,0.6024096385542169,168,0.0,0.0,0.0,0.3625687654989596,0.0,0.12085625516631987,470,Easy
UA,1660,2025-08-13,SFO,105,66,234,0,83,85,0.717948717948718,229,6.0,0.026200873362445413,0.0,0.39406778077913146,0.1883967560823456,0.19415484562049234,203,Medium
UA,2370,2025-08-10,BOS,-23,56,179,79,23,29,0.2905027932960894,148,4.0,0.02702702702702703,0.12421383647798742,0.1670310096348474,0.2630630630630631,0.18476930305863268,329,Medium
UA,2251,2025-08-07,PIT,67,43,126,0,35,38,0.5793650793650794,121,3.0,0.024793388429752067,0.0,0.36315536315536323,0.09917355371900827,0.15410963895812382,299,Medium
UA,468,2025-08-06,IAH,390,56,179,0,4,125,0.7206703910614525,179,8.0,0.0446927374301676,0.0,0.5347858687537007,0.30007980845969673,0.2782885590711325,89,Difficult
G7,4502,2025-08-04,LEX,55,29,50,0,39,7,0.92,50,0.0,0.0,0.0,0.5894432857372052,0.0,0.19648109524573507,159,Medium
UA,2370,2025-08-09,BOS,83,56,179,0,64,63,0.7094972067039106,176,1.0,0.005681818181818182,0.0,0.39830892344858826,0.03367003367003367,0.1439929857062073,388,Medium
UA,777,2025-08-09,LAS,79,56,179,0,40,22,0.3463687150837989,86,2.0,0.023255813953488372,0.0,0.15295183451608035,0.13781223083548663,0.09692135511718898,479,Easy
UA,1139,2025-08-14,DSM,57,43,126,0,44,30,0.5873015873015873,118,2.0,0.01694915254237288,0.0,0.4334029014366771,0.12146892655367232,0.18495727599678313,352,Medium
OO,5726,2025-08-12,TYS,48,29,50,0,14,6,0.4,34,2.0,0.058823529411764705,0.0,0.23565095660289315,0.47058823529411764,0.23541306396567027,140,Medium
YX,3465,2025-08-01,GSP,50,34,76,0,49,11,0.7894736842105263,71,1.0,0.014084507042253521,0.0,0.5033026942123716,0.1267605633802817,0.21002108586421775,231,Medium
UA,2280,2025-08-05,MCO,105,68,200,0,42,50,0.46,188,4.0,0.02127659574468085,0.0,0.29368334700574245,0.1398176291793313,0.14450032539502458,371,Medium
UA,1946,2025-08-07,LGA,117,51,166,0,13,58,0.42771084337349397,166,1.0,0.006024096385542169,0.0,0.24826579043446517,0.024096385542168676,0.0907873919922113,499,Easy
OO,5810,2025-08-07,PIA,100,29,50,0,37,29,1.32,45,2.0,0.044444444444444446,0.0,0.9242424242424243,0.17777777777777778,0.36734006734006736,6,Difficult
G7,4571,2025-08-09,XNA,85,29,50,0,34,6,0.8,44,0.0,0.0,0.0,0.4594594594594595,0.0,0.15315315315315317,356,Medium
OO,5555,2025-08-13,MKE,80,29,50,0,38,16,1.08,44,1.0,0.022727272727272728,0.0,0.6129972315314003,0.16341991341991344,0.25880571498377125,74,Difficult
UA,1178,2025-08-09,ORF,72,51,166,0,127,11,0.8313253012048193,149,5.0,0.03355704697986577,0.0,0.4806252035167698,0.19885657469550086,0.22649392607075688,145,Medium
UA,2658,2025-08-02,SMF,104,46,150,0,95,29,0.8266666666666667,148,6.0,0.04054054054054054,0.0,0.41869918699186986,0.2837837837837838,0.23416099025855122,114,Difficult
G7,4563,2025-08-10,FSD,40,29,50,0,23,4,0.54,50,0.0,0.0,0.0,0.3478260869565218,0.0,0.11594202898550726,498,Easy
G7,4529,2025-08-02,SGF,50,29,50,0,17,12,0.58,45,0.0,0.0,0.0,0.26829268292682923,0.0,0.08943089430894308,492,Easy
UA,2148,2025-08-06,SAT,60,46,150,0,74,53,0.8466666666666667,127,11.0,0.08661417322834646,0.0,0.6309523809523809,0.5815523059617548,0.4041682289713786,21,Difficult
OO,5045,2025-08-02,RHI,32,29,50,0,31,12,0.86,41,1.0,0.024390243902439025,0.0,0.4390243902439024,0.17073170731707318,0.2032520325203252,172,Medium
UA,2455,2025-08-09,SAV,484,56,179,0,53,85,0.770949720670391,160,4.0,0.025,0.0,0.43983089234485884,0.14814814814814814,0.19599301349766898,219,Medium
OO,5362,2025-08-09,MKE,185,29,50,0,47,9,1.12,26,0.0,0.0,0.0,0.6756756756756757,0.0,0.22522522522522523,146,Medium
UA,2090,2025-08-10,MIA,69,57,166,0,18,111,0.7771084337349398,158,4.0,0.02531645569620253,0.0,0.5196437925615507,0.24641350210970464,0.25535243155708515,141,Medium
UA,1776,2025-08-11,PHL,75,51,166,0,66,38,0.6265060240963856,166,4.0,0.024096385542168676,0.0,0.41421161515370786,0.07228915662650603,0.16216692392673795,244,Medium
OO,5229,2025-08-05,ILM,47,34,76,0,17,13,0.39473684210526316,54,3.0,0.05555555555555555,0.0,0.23746815767885668,0.36507936507936506,0.2008491742527406,222,Medium
UA,660,2025-08-01,SAN,227,68,200,0,49,50,0.495,192,4.0,0.020833333333333332,0.0,0.28176125188837897,0.1875,0.15642041729612632,380,Medium
UA,2226,2025-08-05,CLE,81,56,179,0,106,22,0.7150837988826816,177,4.0,0.022598870056497175,0.0,0.5134027800055911,0.14850686037126715,0.2206365467922861,170,Medium
OO,5819,2025-08-10,DLH,55,29,50,0,29,23,1.04,49,0.0,0.0,0.0,0.7101449275362319,0.0,0.23671497584541065,177,Medium
UA,2243,2025-08-14,RIC,75,46,150,0,46,31,0.5133333333333333,139,4.0,0.02877697841726619,0.0,0.3768931778581959,0.2062350119904077,0.19437606328286786,322,Medium
UA,1363,2025-08-03,LAX,75,62,200,0,32,119,0.755,200,4.0,0.02,0.0,0.5404411764705883,0.09000000000000001,0.21014705882352944,194,Medium
UA,1030,2025-08-03,ABQ,55,46,150,0,74,20,0.6266666666666667,122,5.0,0.040983606557377046,0.0,0.4460784313725491,0.1844262295081967,0.21016822029358195,193,Medium
UA,2640,2025-08-03,DCA,413,43,126,0,27,31,0.4603174603174603,122,1.0,0.00819672131147541,0.0,0.32376283846872084,0.03688524590163935,0.12021602812345339,502,Easy
OO,5026,2025-08-15,JST,40,29,50,0,30,8,0.76,38,1.0,0.02631578947368421,0.0,0.5029432132963989,0.039473684210526314,0.1808056325023084,173,Medium
UA,2176,2025-08-02,STT,69,51,166,0,56,82,0.8313253012048193,167,2.0,0.011976047904191617,0.0,0.4215398178078166,0.08383233532934133,0.16845738437905264,291,Medium
UA,987,2025-08-03,CDG,290,155,318,0,59,125,0.5786163522012578,255,4.0,0.01568627450980392,0.0,0.41074731779504253,0.07058823529411765,0.1604451843630534,382,Medium
UA,1495,2025-08-03,TVC,54,51,166,0,41,0,0.2469879518072289,78,2.0,0.02564102564102564,0.0,0.1669029057406095,0.11538461538461539,0.09409584037507497,530,Easy
UA,739,2025-08-02,BZN,84,46,150,0,85,25,0.7333333333333333,146,1.0,0.00684931506849315,0.0,0.3617886178861788,0.04794520547945205,0.13657794112187693,397,Easy
UA,293,2025-08-14,LGA,76,51,166,0,14,84,0.5903614457831325,166,5.0,0.030120481927710843,0.0,0.4357405496533783,0.21586345381526104,0.21720133448954645,247,Medium
UA,1215,2025-08-10,ANC,106,51,166,0,128,36,0.9879518072289156,161,2.0,0.012422360248447204,0.0,0.6724288458180548,0.12091097308488613,0.2644466063009803,129,Difficult
UA,2427,2025-08-07,CVG,71,43,126,0,36,12,0.38095238095238093,112,1.0,0.008928571428571428,0.0,0.21284271284271286,0.03571428571428571,0.08285233285233286,514,Easy
UA,2182,2025-08-12,PHL,-16,46,150,62,28,39,0.44666666666666666,133,5.0,0.03759398496240601,0.08211920529801324,0.26994867008866075,0.3007518796992481,0.2176065850286407,169,Medium
UA,980,2025-08-15,DUB,390,150,243,0,138,84,0.9135802469135802,243,2.0,0.00823045267489712,0.0,0.6132891316986423,0.01234567901234568,0.2085449369036627,101,Difficult
UA,2865,2025-08-07,LGA,94,51,166,0,15,38,0.3192771084337349,160,0.0,0.0,0.0,0.1661190215407083,0.0,0.0553730071802361,540,Easy
YX,3465,2025-08-07,GSP,50,34,76,0,25,8,0.4342105263157895,66,2.0,0.030303030303030304,0.0,0.2531897926634769,0.12121212121212122,0.1248006379585327,407,Medium
