company_id,flight_number,scheduled_departure_date_local,departure_delay_minutes,scheduled_ground_time_minutes,minimum_turn_minutes
OO,5289,2025-08-03,-4.0,69,29
YX,3638,2025-08-02,16.0,157,34
G7,4610,2025-08-02,6.0,60,29
OO,5836,2025-08-09,-5.0,69,29
UA,1793,2025-08-04,-4.0,51,51
UA,2683,2025-08-09,0.0,64,56
UA,1899,2025-08-08,14.0,109,52
UA,2361,2025-08-04,-2.0,662,66
UA,2133,2025-08-11,1.0,67,56
OO,5915,2025-08-05,-2.0,45,29
UA,1989,2025-08-03,85.0,-10,56
UA,1335,2025-08-07,4.0,75,56
UA,2369,2025-08-10,-3.0,75,56
UA,2337,2025-08-13,-4.0,73,56
UA,1097,2025-08-04,-9.0,86,51
UA,1328,2025-08-14,12.0,76,62
UA,2225,2025-08-15,-6.0,101,56
OO,5624,2025-08-12,5.0,176,34
YX,3468,2025-08-10,-5.0,52,34
G7,4574,2025-08-15,-10.0,68,37
OO,5901,2025-08-15,-3.0,86,34
UA,708,2025-08-02,28.0,53,43
UA,1756,2025-08-12,169.0,74,70
UA,1576,2025-08-09,73.0,70,51
UA,310,2025-08-15,50.0,59,43
OO,4739,2025-08-07,-2.0,60,29
YX,3655,2025-08-06,-7.0,45,34
UA,1616,2025-08-15,6.0,50,43
OO,5292,2025-08-09,-6.0,756,42
UA,2640,2025-08-10,14.0,124,43
OO,5930,2025-08-12,4.0,41,34
OO,4638,2025-08-13,0.0,145,34
OO,5250,2025-08-01,3.0,65,34
G7,4436,2025-08-02,-8.0,65,29
UA,2481,2025-08-14,9.0,75,46
OO,5314,2025-08-08,57.0,50,29
OO,4748,2025-08-07,-4.0,113,29
UA,2430,2025-08-03,-3.0,73,43
UA,2658,2025-08-06,-5.0,104,46
YX,3598,2025-08-13,-1.0,181,34
UA,490,2025-08-02,-7.0,73,43
OO,5275,2025-08-02,-2.0,84,29
G7,4429,2025-08-10,44.0,57,29
UA,791,2025-08-05,-10.0,112,68
UA,399,2025-08-02,-7.0,70,51
OO,5395,2025-08-04,-5.0,65,34
UA,1823,2025-08-13,-7.0,139,68
OO,5748,2025-08-07,3.0,47,42
UA,2658,2025-08-15,5.0,104,46
G7,4588,2025-08-15,3.0,110,29
OO,5125,2025-08-01,-10.0,241,29
UA,380,2025-08-04,28.0,22,43
G7,4431,2025-08-07,3.0,51,29
UA,2369,2025-08-04,-5.0,67,56
UA,1068,2025-08-03,-5.0,1127,122
UA,2629,2025-08-09,2.0,748,51
UA,1044,2025-08-03,93.0,-36,66
UA,2207,2025-08-14,10.0,65,43
UA,286,2025-08-08,-2.0,690,54
OO,5262,2025-08-05,-5.0,40,29
UA,1495,2025-08-10,10.0,135,51
UA,2657,2025-08-03,-2.0,94,56
OO,5262,2025-08-02,35.0,55,29
G7,4588,2025-08-02,1.0,49,29
UA,1941,2025-08-15,-5.0,71,43
G7,4559,2025-08-01,-10.0,67,29
UA,2361,2025-08-15,9.0,85,72
G7,4558,2025-08-08,-11.0,58,29
UA,561,2025-08-13,-4.0,67,56
UA,2189,2025-08-08,-4.0,96,60
OO,5337,2025-08-04,18.0,47,34
UA,288,2025-08-07,18.0,240,122
G7,4476,2025-08-09,-5.0,49,29
UA,1967,2025-08-06,257.0,72,56
UA,1909,2025-08-13,-3.0,72,56
YX,3402,2025-08-10,17.0,85,42
OO,5963,2025-08-10,27.0,59,34
OO,5555,2025-08-05,-2.0,64,29
UA,349,2025-08-04,54.0,15,51
UA,2008,2025-08-14,-6.0,81,66
G7,4184,2025-08-03,-1.0,45,29
OO,5020,2025-08-01,-9.0,40,29
YX,3696,2025-08-12,-6.0,50,34
OO,5350,2025-08-09,-3.0,46,29
UA,1761,2025-08-09,1.0,88,43
OO,5608,2025-08-10,-4.0,213,29
G7,4188,2025-08-13,5.0,135,29
OO,5729,2025-08-10,2.0,190,29
YX,3601,2025-08-06,0.0,51,42
OO,5585,2025-08-04,-7.0,59,29
OO,5841,2025-08-10,37.0,33,34
UA,1878,2025-08-11,4.0,79,62
UA,374,2025-08-06,0.0,54,43
UA,1006,2025-08-10,31.0,55,51
UA,2481,2025-08-09,13.0,75,46
YX,3523,2025-08-07,-5.0,54,39
UA,2426,2025-08-10,51.0,72,56
UA,1139,2025-08-05,6.0,78,43
UA,2609,2025-08-13,-2.0,59,43
OO,5712,2025-08-06,125.0,50,34
UA,2147,2025-08-10,46.0,103,43
OO,5292,2025-08-10,-5.0,48,42
G7,4584,2025-08-04,-2.0,72,29
UA,1776,2025-08-02,-1.0,75,51
UA,2497,2025-08-15,73.0,-25,51
UA,576,2025-08-08,-2.0,72,62
UA,767,2025-08-10,55.0,72,62
UA,2666,2025-08-04,1.0,470,62
UA,907,2025-08-12,127.0,445,155
UA,708,2025-08-04,-1.0,70,43
OO,5963,2025-08-03,-3.0,383,34
UA,2075,2025-08-13,8.0,74,51
UA,276,2025-08-03,24.0,72,62
UA,1778,2025-08-15,-3.0,51,51
UA,1659,2025-08-06,2.0,123,70
UA,247,2025-08-11,0.0,69,46
UA,1477,2025-08-09,-5.0,92,62
OO,5532,2025-08-14,-5.0,856,34
OO,5320,2025-08-10,36.0,50,29
UA,2329,2025-08-04,-3.0,90,43
OO,5140,2025-08-04,23.0,45,29
OO,5121,2025-08-14,-10.0,85,29
G7,4590,2025-08-07,-3.0,50,29
UA,310,2025-08-13,-1.0,65,43
UA,1823,2025-08-06,-4.0,105,68
UA,561,2025-08-01,-5.0,67,56
UA,1564,2025-08-05,3.0,105,51
UA,1674,2025-08-10,-1.0,66,70
OO,5977,2025-08-05,-4.0,47,34
UA,2665,2025-08-04,51.0,385,56
OO,5646,2025-08-04,0.0,114,29
OO,5948,2025-08-15,6.0,160,34
UA,1215,2025-08-08,-10.0,81,51
UA,1742,2025-08-04,-5.0,81,51
UA,1980,2025-08-12,-10.0,590,51
G7,4584,2025-08-11,-3.0,87,29
UA,1811,2025-08-01,54.0,14,51
UA,791,2025-08-03,5.0,112,68
UA,763,2025-08-04,-5.0,79,51
G7,4431,2025-08-05,-4.0,51,29
OO,5852,2025-08-02,190.0,-140,34
OO,5607,2025-08-03,-7.0,783,34
UA,481,2025-08-09,101.0,97,100
UA,2481,2025-08-06,140.0,70,46
UA,1100,2025-08-04,18.0,484,56
YX,3535,2025-08-13,-1.0,47,34
UA,1209,2025-08-10,64.0,124,119
UA,1205,2025-08-11,-2.0,67,56
UA,307,2025-08-02,-8.0,102,43
G7,4507,2025-08-01,4.0,79,29
YX,3542,2025-08-03,44.0,62,42
UA,1398,2025-08-15,-2.0,225,51
YX,3551,2025-08-07,3.0,47,39
G7,4436,2025-08-13,-7.0,40,29
G7,4186,2025-08-11,-6.0,115,29
OO,5140,2025-08-08,29.0,61,29
OO,5021,2025-08-05,0.0,124,29
OO,4645,2025-08-03,-9.0,88,29
UA,1693,2025-08-14,-5.0,58,43
YX,3699,2025-08-02,89.0,35,34
UA,1097,2025-08-06,22.0,22,51
G7,4445,2025-08-04,23.0,101,29
YX,3604,2025-08-13,9.0,49,39
OO,5437,2025-08-05,-7.0,46,29
OO,6004,2025-08-08,-1.0,40,34
OO,5269,2025-08-13,-4.0,51,29
OO,4780,2025-08-09,-9.0,70,29
G7,4597,2025-08-15,-10.0,650,29
UA,1082,2025-08-10,20.0,90,46
UA,970,2025-08-07,4.0,160,155
UA,2099,2025-08-02,4.0,125,56
OO,4778,2025-08-09,-4.0,55,29
UA,1660,2025-08-04,77.0,9,66
UA,1314,2025-08-11,-1.0,72,62
YX,3535,2025-08-10,75.0,80,34
UA,490,2025-08-05,-5.0,64,43
YX,3493,2025-08-03,18.0,60,34
UA,1531,2025-08-10,-3.0,120,43
UA,1643,2025-08-08,-1.0,160,62
OO,5946,2025-08-09,-7.0,77,34
G7,4517,2025-08-08,-7.0,125,29
UA,118,2025-08-11,4.0,90,75
UA,1620,2025-08-11,-6.0,72,62
G7,4387,2025-08-10,0.0,96,29
UA,2201,2025-08-05,3.0,67,56
UA,2144,2025-08-12,0.0,76,52
OO,5392,2025-08-08,19.0,47,34
UA,1030,2025-08-05,46.0,60,43
OO,5138,2025-08-05,3.0,63,29
OO,5819,2025-08-08,10.0,74,29
OO,5337,2025-08-10,23.0,47,34
UA,793,2025-08-07,12.0,97,43
YX,3409,2025-08-01,5.0,50,42
OO,5395,2025-08-09,-5.0,58,34
G7,4504,2025-08-15,144.0,53,29
UA,2138,2025-08-15,5.0,62,51
UA,2329,2025-08-06,31.0,-3,43
OO,5474,2025-08-15,27.0,10,29
G7,4563,2025-08-13,50.0,74,29
G7,4529,2025-08-01,-9.0,62,29
UA,2038,2025-08-04,-4.0,774,43
G7,4574,2025-08-02,-3.0,63,37
OO,5841,2025-08-03,9.0,15,34
G7,4568,2025-08-10,0.0,53,29
UA,561,2025-08-03,4.0,42,51
UA,1010,2025-08-03,-6.0,92,52
UA,2865,2025-08-03,-2.0,80,51
UA,2059,2025-08-10,17.0,73,56
UA,2333,2025-08-14,-2.0,68,56
UA,1168,2025-08-14,-3.0,72,62
UA,481,2025-08-14,9.0,57,43
UA,2329,2025-08-05,-2.0,125,46
UA,2113,2025-08-09,193.0,1533,56
UA,1617,2025-08-13,100.0,65,51
UA,1974,2025-08-12,110.0,165,43
UA,2333,2025-08-09,162.0,-119,56
UA,763,2025-08-15,56.0,4,51
UA,912,2025-08-04,43.0,150,75
UA,1996,2025-08-04,-8.0,514,62
UA,468,2025-08-08,2.0,374,56
UA,764,2025-08-05,2.0,51,65
UA,481,2025-08-06,251.0,95,43
UA,2337,2025-08-06,-2.0,66,56
UA,1643,2025-08-13,-3.0,491,62
UA,224,2025-08-12,0.0,103,51
OO,5593,2025-08-04,-1.0,66,34
YX,3718,2025-08-04,6.0,63,39
UA,2347,2025-08-07,52.0,62,51
UA,2343,2025-08-14,-2.0,87,56
OO,5905,2025-08-13,0.0,830,34
YX,3498,2025-08-15,-7.0,50,34
UA,1872,2025-08-04,7.0,57,46
OO,5593,2025-08-15,-7.0,55,34
OO,5094,2025-08-14,7.0,982,29
YX,3601,2025-08-05,-1.0,55,42
UA,2106,2025-08-11,-8.0,75,62
OO,5262,2025-08-14,-8.0,40,29
OO,5446,2025-08-14,0.0,102,34
OO,5874,2025-08-11,-3.0,60,29
OO,5021,2025-08-04,-6.0,120,29
OO,5275,2025-08-05,14.0,85,29
OO,5100,2025-08-13,-3.0,42,29
G7,4504,2025-08-06,-9.0,40,29
UA,2488,2025-08-13,-3.0,66,51
G7,4585,2025-08-03,-3.0,63,29
OO,5275,2025-08-06,2.0,85,29
OO,5843,2025-08-13,0.0,55,34
UA,1273,2025-08-01,-2.0,725,66
UA,1659,2025-08-15,5.0,80,70
OO,5610,2025-08-08,0.0,67,29
UA,2427,2025-08-01,8.0,71,51
UA,2424,2025-08-11,0.0,80,56
UA,1010,2025-08-09,-2.0,745,110
UA,1491,2025-08-04,-2.0,48,46
UA,1387,2025-08-13,21.0,780,87
OO,5841,2025-08-11,3.0,171,34
UA,622,2025-08-04,-2.0,99,87
UA,1643,2025-08-12,-4.0,484,56
UA,929,2025-08-05,18.0,195,145
UA,1381,2025-08-06,-8.0,74,46
UA,1878,2025-08-01,5.0,67,62
UA,1811,2025-08-08,-4.0,62,51
OO,5131,2025-08-03,-1.0,40,29
OO,5309,2025-08-06,21.0,85,29
UA,739,2025-08-15,-2.0,84,43
OO,5469,2025-08-10,95.0,65,34
G7,4613,2025-08-06,48.0,1235,29
OO,5601,2025-08-06,31.0,110,29
UA,1594,2025-08-05,-2.0,95,43
UA,587,2025-08-09,-1.0,73,65
UA,1775,2025-08-07,32.0,-2,56
UA,2148,2025-08-15,3.0,60,46
G7,4461,2025-08-07,-3.0,106,29
OO,5821,2025-08-13,-4.0,62,29
UA,2011,2025-08-04,8.0,62,60
UA,2394,2025-08-03,21.0,91,66
UA,2243,2025-08-11,4.0,81,43
G7,4504,2025-08-05,-11.0,61,29
G7,4546,2025-08-13,2.0,85,29
UA,1448,2025-08-10,8.0,63,43
OO,5382,2025-08-01,1.0,79,29
UA,2177,2025-08-07,0.0,45,43
UA,1946,2025-08-05,61.0,5,51
OO,5269,2025-08-07,-7.0,51,29
UA,2629,2025-08-14,-6.0,82,56
UA,1215,2025-08-03,-4.0,106,51
UA,2661,2025-08-03,-5.0,40,51
UA,467,2025-08-08,9.0,66,43
UA,1491,2025-08-05,9.0,63,43
UA,288,2025-08-14,21.0,240,122
UA,312,2025-08-01,0.0,84,43
UA,1291,2025-08-03,26.0,85,62
UA,2092,2025-08-03,-2.0,746,114
OO,5474,2025-08-02,47.0,105,29
OO,5601,2025-08-08,-6.0,110,29
UA,2609,2025-08-11,-5.0,59,43
UA,1209,2025-08-05,1.0,88,56
G7,4546,2025-08-03,-3.0,90,29
UA,953,2025-08-08,6.0,255,150
UA,1909,2025-08-15,1.0,68,56
YX,3421,2025-08-12,-9.0,50,34
YX,3464,2025-08-10,-3.0,50,34
OO,5272,2025-08-04,-6.0,41,29
UA,118,2025-08-07,14.0,90,75
OO,5138,2025-08-10,56.0,53,29
OO,5108,2025-08-03,19.0,40,29
UA,912,2025-08-11,-1.0,150,75
UA,534,2025-08-15,45.0,78,62
YX,3685,2025-08-08,-5.0,51,34
UA,1761,2025-08-05,146.0,417,43
UA,1358,2025-08-07,-3.0,649,43
UA,1361,2025-08-10,6.0,57,43
YX,3440,2025-08-01,-3.0,753,42
OO,4645,2025-08-04,-6.0,85,29
OO,4791,2025-08-12,-3.0,45,29
UA,2418,2025-08-11,1.0,67,52
UA,411,2025-08-02,-3.0,60,56
UA,2385,2025-08-08,-2.0,58,51
UA,1857,2025-08-02,36.0,117,51
UA,1761,2025-08-13,17.0,100,43
UA,1301,2025-08-05,-8.0,65,43
UA,1859,2025-08-05,-2.0,65,43
UA,1996,2025-08-03,25.0,699,62
YX,3551,2025-08-11,0.0,54,39
OO,5731,2025-08-12,-3.0,86,34
OO,5250,2025-08-07,3.0,59,39
OO,5999,2025-08-08,0.0,206,34
UA,2287,2025-08-02,-5.0,85,43
OO,5136,2025-08-14,-10.0,52,29
UA,622,2025-08-15,4.0,99,87
UA,2684,2025-08-04,17.0,62,56
UA,2092,2025-08-10,-6.0,746,114
UA,1617,2025-08-10,76.0,70,43
OO,5874,2025-08-04,-3.0,69,29
YX,3551,2025-08-10,20.0,47,39
UA,1273,2025-08-11,282.0,622,66
UA,563,2025-08-12,-3.0,112,68
OO,5125,2025-08-15,-4.0,43,29
G7,4173,2025-08-08,-1.0,130,29
UA,1113,2025-08-15,0.0,770,51
UA,2389,2025-08-08,-4.0,74,56
OO,5352,2025-08-08,-10.0,118,29
UA,1387,2025-08-12,0.0,67,56
UA,708,2025-08-10,-13.0,69,46
UA,2323,2025-08-09,-9.0,97,62
YX,3604,2025-08-09,1.0,42,39
G7,4519,2025-08-10,8.0,80,29
UA,1659,2025-08-07,-2.0,59,70
UA,1224,2025-08-04,-1.0,371,56
UA,1778,2025-08-03,-3.0,67,43
OO,4790,2025-08-01,-4.0,57,29
UA,1124,2025-08-03,212.0,-15,119
OO,5668,2025-08-11,-2.0,40,29
UA,602,2025-08-15,7.0,70,56
OO,5320,2025-08-02,11.0,80,29
UA,758,2025-08-15,2.0,895,119
UA,1239,2025-08-13,-4.0,85,46
UA,1304,2025-08-04,-8.0,68,56
UA,714,2025-08-13,4.0,74,56
UA,1077,2025-08-10,7.0,522,46
YX,3635,2025-08-09,-5.0,71,34
UA,467,2025-08-14,5.0,64,51
UA,1859,2025-08-09,-7.0,65,43
UA,276,2025-08-12,30.0,72,62
UA,1224,2025-08-02,-4.0,735,119
YX,3604,2025-08-11,1.0,45,34
UA,1857,2025-08-15,0.0,59,60
OO,4789,2025-08-03,31.0,70,34
G7,4504,2025-08-10,-10.0,53,29
OO,5565,2025-08-13,0.0,20,29
UA,2483,2025-08-07,-2.0,73,56
UA,2207,2025-08-15,6.0,74,51
UA,1975,2025-08-08,-3.0,92,62
OO,5819,2025-08-14,48.0,55,29
YX,3523,2025-08-01,11.0,47,34
UA,1851,2025-08-08,-8.0,88,43
OO,5135,2025-08-04,0.0,43,29
G7,4185,2025-08-12,180.0,500,29
G7,4186,2025-08-02,178.0,495,29
OO,5469,2025-08-07,-4.0,82,29
UA,2225,2025-08-04,-4.0,70,56
UA,1693,2025-08-09,26.0,29,46
UA,291,2025-08-01,17.0,70,43
UA,602,2025-08-01,20.0,70,56
YX,3551,2025-08-03,80.0,47,39
UA,1830,2025-08-08,-1.0,94,46
UA,758,2025-08-09,24.0,102,56
UA,2278,2025-08-05,-3.0,80,62
UA,2039,2025-08-05,10.0,74,62
UA,2075,2025-08-01,3.0,74,51
UA,1660,2025-08-13,-4.0,105,66
UA,2370,2025-08-10,126.0,-23,56
UA,2251,2025-08-07,-3.0,67,43
UA,468,2025-08-06,-3.0,390,56
G7,4502,2025-08-04,-3.0,55,29
UA,2370,2025-08-09,-5.0,83,56
UA,777,2025-08-09,-2.0,79,56
UA,1139,2025-08-14,-6.0,57,43
OO,5726,2025-08-12,-10.0,48,29
YX,3465,2025-08-01,18.0,50,34
UA,2280,2025-08-05,-8.0,105,68
UA,1946,2025-08-07,26.0,117,51
OO,5810,2025-08-07,-3.0,100,29
G7,4571,2025-08-09,0.0,85,29
OO,5555,2025-08-13,-6.0,80,29
UA,1178,2025-08-09,23.0,72,51
UA,2658,2025-08-02,12.0,104,46
G7,4563,2025-08-10,-6.0,40,29
G7,4529,2025-08-02,-6.0,50,29
UA,2148,2025-08-06,218.0,60,46
OO,5045,2025-08-02,-1.0,32,29
UA,2455,2025-08-09,-4.0,484,56
OO,5362,2025-08-09,616.0,185,29
UA,2090,2025-08-10,51.0,69,57
UA,1776,2025-08-11,-2.0,75,51
OO,5229,2025-08-05,-1.0,47,34
UA,660,2025-08-01,-3.0,227,68
UA,2226,2025-08-05,0.0,81,56
OO,5819,2025-08-10,83.0,55,29
UA,2243,2025-08-14,9.0,75,46
UA,1363,2025-08-03,-3.0,75,62
UA,1030,2025-08-03,16.0,55,46
UA,2640,2025-08-03,-6.0,413,43
OO,5026,2025-08-15,26.0,40,29
UA,2176,2025-08-02,-9.0,69,51
UA,987,2025-08-03,21.0,290,155
UA,1495,2025-08-03,16.0,54,51
UA,739,2025-08-02,51.0,84,46
UA,293,2025-08-14,-6.0,76,51
UA,1215,2025-08-10,-5.0,106,51
UA,2427,2025-08-07,58.0,71,43
UA,2182,2025-08-12,41.0,-16,46
UA,980,2025-08-15,7.0,390,150
UA,2865,2025-08-07,4.0,94,51
YX,3465,2025-08-07,4.0,50,34
UA,2657,2025-08-15,1.0,94,56
UA,2865,2025-08-13,14.0,80,51
UA,276,2025-08-09,16.0,76,70
UA,118,2025-08-08,5.0,90,75
UA,1612,2025-08-05,-1.0,100,43
OO,5118,2025-08-10,62.0,57,29
UA,2138,2025-08-06,113.0,1696,51
UA,2665,2025-08-02,12.0,237,56
OO,5499,2025-08-02,26.0,60,29
UA,2455,2025-08-02,-5.0,574,56
UA,2862,2025-08-05,-2.0,80,56
UA,592,2025-08-13,-4.0,57,43
UA,2005,2025-08-06,321.0,69,43
OO,5847,2025-08-09,7.0,85,34
UA,1421,2025-08-09,-3.0,567,62
YX,3668,2025-08-03,-1.0,50,34
G7,4391,2025-08-10,56.0,71,29
YX,3523,2025-08-09,1.0,82,34
UA,1989,2025-08-05,-5.0,110,56
G7,4549,2025-08-10,0.0,117,29
OO,5874,2025-08-01,-1.0,66,29
YX,3451,2025-08-11,21.0,65,34
G7,4533,2025-08-13,-1.0,70,29
G7,4507,2025-08-13,831.0,79,29
UA,929,2025-08-15,-3.0,195,145
UA,2177,2025-08-04,-1.0,90,46
UA,224,2025-08-07,24.0,86,51
UA,1657,2025-08-04,7.0,72,57
UA,2616,2025-08-01,21.0,43,51
UA,944,2025-08-12,0.0,1635,155
UA,1660,2025-08-01,16.0,105,66
UA,467,2025-08-05,-3.0,76,51
UA,359,2025-08-12,-4.0,36,60
UA,611,2025-08-10,0.0,20,66
G7,4558,2025-08-10,9.0,37,29
G7,4380,2025-08-07,-3.0,649,29
UA,2465,2025-08-11,-4.0,68,56
G7,4610,2025-08-03,-1.0,81,29
UA,1421,2025-08-02,-4.0,590,62
UA,1291,2025-08-15,51.0,85,62
G7,4463,2025-08-01,82.0,10,29
UA,1068,2025-08-13,-2.0,852,56
OO,5915,2025-08-14,0.0,45,29
UA,2418,2025-08-01,-5.0,159,52
YX,3520,2025-08-07,11.0,51,34
G7,4549,2025-08-05,-3.0,115,29
G7,4502,2025-08-09,-4.0,62,29
OO,5564,2025-08-04,-6.0,65,29
UA,2189,2025-08-05,40.0,77,51
OO,5362,2025-08-05,64.0,185,29
UA,769,2025-08-05,-12.0,215,150
UA,374,2025-08-02,2.0,75,43
UA,224,2025-08-03,28.0,23,51
YX,3708,2025-08-11,0.0,40,34
YX,3716,2025-08-04,-11.0,72,34
UA,2251,2025-08-12,6.0,63,43
G7,4445,2025-08-05,-7.0,60,29
G7,4501,2025-08-02,-1.0,58,29
OO,5272,2025-08-14,-4.0,41,29
OO,5833,2025-08-03,5.0,61,34
UA,411,2025-08-11,0.0,76,43
UA,791,2025-08-07,-7.0,431,62
UA,416,2025-08-07,88.0,205,150
OO,5260,2025-08-12,3.0,64,29
YX,3569,2025-08-12,-8.0,55,34
UA,1801,2025-08-12,4.0,88,66
UA,1740,2025-08-07,-6.0,401,56
UA,1068,2025-08-04,0.0,852,56
UA,1655,2025-08-11,5.0,55,46
UA,1617,2025-08-05,4.0,65,51
UA,938,2025-08-08,69.0,515,145
UA,604,2025-08-10,-6.0,975,46
UA,2008,2025-08-11,5.0,81,66
UA,2104,2025-08-01,-4.0,330,56
UA,1612,2025-08-06,119.0,70,43
UA,1974,2025-08-03,-5.0,104,43
UA,1815,2025-08-07,-1.0,3956,46
OO,5868,2025-08-04,2.0,68,42
UA,2369,2025-08-07,-10.0,557,56
UA,2154,2025-08-03,4.0,93,56
G7,4452,2025-08-03,-8.0,62,29
YX,3715,2025-08-02,0.0,160,34
UA,1291,2025-08-09,56.0,85,62
UA,2683,2025-08-03,6.0,51,51
UA,1583,2025-08-05,83.0,5,56
UA,312,2025-08-06,110.0,84,43
UA,2040,2025-08-15,-1.0,135,119
YX,3708,2025-08-10,-1.0,40,34
UA,1182,2025-08-08,23.0,64,56
OO,5608,2025-08-04,-5.0,75,29
OO,5344,2025-08-10,-5.0,70,29
UA,2455,2025-08-15,-4.0,449,56
OO,5314,2025-08-12,751.0,-726,29
G7,4458,2025-08-08,15.0,40,29
G7,4504,2025-08-03,2.0,40,29
OO,5437,2025-08-04,-5.0,49,29
OO,5593,2025-08-06,54.0,-24,34
OO,5446,2025-08-07,53.0,17,34
YX,3551,2025-08-02,-7.0,50,34
OO,5219,2025-08-10,26.0,115,29
UA,2417,2025-08-12,2.0,81,56
UA,1485,2025-08-14,-2.0,117,51
UA,2075,2025-08-08,-4.0,74,51
UA,1347,2025-08-15,95.0,40,51
UA,1041,2025-08-11,-3.0,60,51
UA,247,2025-08-05,-6.0,69,46
G7,4185,2025-08-02,30.0,100,29
UA,972,2025-08-01,153.0,691,100
UA,1842,2025-08-13,61.0,1,62
UA,767,2025-08-06,47.0,73,62
UA,556,2025-08-10,-5.0,680,119
UA,1776,2025-08-01,4.0,216,51
OO,5021,2025-08-10,134.0,25,29
OO,5536,2025-08-11,3.0,51,34
UA,708,2025-08-05,0.0,54,43
UA,2683,2025-08-15,-6.0,63,51
UA,2179,2025-08-14,8.0,78,66
OO,5027,2025-08-13,-8.0,52,29
UA,2254,2025-08-06,-6.0,535,62
OO,5977,2025-08-01,-3.0,47,34
UA,467,2025-08-12,447.0,64,51
YX,3638,2025-08-13,-4.0,72,34
UA,1215,2025-08-12,16.0,81,51
OO,5447,2025-08-09,-10.0,71,34
OO,5977,2025-08-02,-3.0,47,34
UA,2200,2025-08-06,135.0,63,51
YX,3628,2025-08-05,4.0,120,39
UA,2323,2025-08-12,29.0,636,62
YX,3409,2025-08-13,95.0,50,42
OO,5290,2025-08-11,73.0,-40,34
OO,5353,2025-08-15,-6.0,97,29
OO,5020,2025-08-02,-6.0,178,29
OO,5344,2025-08-13,13.0,106,29
UA,1811,2025-08-05,-2.0,81,60
UA,845,2025-08-06,205.0,300,155
UA,2616,2025-08-11,1.0,57,51
UA,592,2025-08-09,10.0,224,43
OO,5593,2025-08-07,-7.0,66,34
UA,907,2025-08-02,6.0,185,155
UA,343,2025-08-07,3.0,75,62
UA,1077,2025-08-11,-5.0,370,51
UA,286,2025-08-12,-5.0,698,56
UA,1577,2025-08-13,-1.0,123,66
OO,5868,2025-08-01,6.0,63,42
UA,1564,2025-08-11,9.0,100,51
UA,2691,2025-08-05,-7.0,546,56
UA,2099,2025-08-03,-1.0,67,56
G7,4463,2025-08-02,-11.0,237,29
OO,5988,2025-08-04,-2.0,47,34
UA,2113,2025-08-08,57.0,444,56
UA,1657,2025-08-10,2.0,82,60
UA,1485,2025-08-04,-1.0,67,56
OO,5375,2025-08-10,18.0,77,29
YX,3690,2025-08-12,289.0,234,34
UA,1198,2025-08-05,2.0,203,70
OO,5358,2025-08-13,17.0,80,29
UA,2657,2025-08-10,-10.0,94,56
UA,1848,2025-08-12,-7.0,70,43
UA,1851,2025-08-15,85.0,-49,43
OO,5398,2025-08-08,0.0,84,39
UA,1097,2025-08-13,-8.0,80,60
G7,4554,2025-08-10,38.0,71,29
UA,602,2025-08-05,4.0,85,56
OO,5140,2025-08-14,-2.0,61,29
UA,349,2025-08-05,8.0,90,51
OO,5427,2025-08-09,93.0,61,29
UA,1100,2025-08-14,-4.0,673,56
OO,5094,2025-08-13,27.0,172,29
OO,5643,2025-08-15,20.0,45,29
YX,3493,2025-08-02,26.0,171,34
UA,580,2025-08-08,0.0,78,56
OO,5538,2025-08-08,107.0,0,29
OO,5668,2025-08-15,96.0,40,29
OO,4780,2025-08-01,-5.0,65,29
G7,4468,2025-08-15,30.0,64,29
UA,1477,2025-08-02,-2.0,92,62
OO,5027,2025-08-03,-10.0,2141,29
G7,4474,2025-08-14,-10.0,667,29
UA,219,2025-08-10,32.0,165,155
G7,4431,2025-08-01,2.0,51,29
UA,987,2025-08-10,15.0,290,155
UA,482,2025-08-01,-2.0,72,57
UA,953,2025-08-06,142.0,1680,150
UA,2147,2025-08-02,73.0,19,43
UA,881,2025-08-02,0.0,1230,155
UA,1301,2025-08-01,102.0,65,43
UA,611,2025-08-10,0.0,655,66
UA,2211,2025-08-14,270.0,79,51
UA,660,2025-08-13,-6.0,87,62
UA,1643,2025-08-14,78.0,-24,56
UA,286,2025-08-02,-4.0,1249,56
UA,1324,2025-08-02,7.0,84,62
UA,2133,2025-08-15,79.0,95,122
OO,5358,2025-08-03,-9.0,80,29
UA,466,2025-08-05,-4.0,121,51
YX,3451,2025-08-04,-4.0,65,34
UA,1492,2025-08-02,10.0,180,114
UA,1387,2025-08-07,276.0,690,87
UA,2418,2025-08-08,-7.0,67,52
UA,912,2025-08-05,-3.0,150,75
UA,445,2025-08-07,7.0,68,56
UA,1448,2025-08-14,1.0,74,43
UA,1842,2025-08-14,9.0,85,62
G7,4452,2025-08-13,-8.0,58,29
UA,1983,2025-08-13,-2.0,67,56
OO,5874,2025-08-03,4.0,58,29
UA,1710,2025-08-15,264.0,-193,56
OO,5425,2025-08-02,-1.0,77,29
UA,2609,2025-08-08,-6.0,59,43
OO,5859,2025-08-03,-6.0,745,34
UA,247,2025-08-10,0.0,56,46
UA,2665,2025-08-08,0.0,72,56
G7,4599,2025-08-05,21.0,50,29
OO,5122,2025-08-11,-1.0,55,29
OO,5250,2025-08-11,14.0,62,34
G7,4599,2025-08-04,55.0,65,29
G7,4395,2025-08-02,-1.0,200,29
OO,5499,2025-08-08,0.0,68,29
